#rig1,rig2,flux,error; (27 days)
1.00 1.16 1.586757e+03 4.431360e+01
1.16 1.33 1.466603e+03 3.230421e+01
1.33 1.51 1.322817e+03 2.415219e+01
1.51 1.71 1.163039e+03 1.860047e+01
1.71 1.92 9.989505e+02 1.427700e+01
1.92 2.15 8.463811e+02 1.121203e+01
2.15 2.40 7.075244e+02 8.869192e+00
2.40 2.67 5.852720e+02 6.992130e+00
2.67 2.97 4.806576e+02 5.544910e+00
2.97 3.29 3.927362e+02 4.423214e+00
3.29 3.64 3.204188e+02 3.545867e+00
3.64 4.02 2.601382e+02 2.857383e+00
4.02 4.43 2.104957e+02 2.291788e+00
4.43 4.88 1.697532e+02 1.846914e+00
4.88 5.37 1.359178e+02 1.434330e+00
5.37 5.90 1.090569e+02 1.156261e+00
5.90 6.47 8.710711e+01 9.474514e-01
6.47 7.09 6.974077e+01 7.585998e-01
7.09 7.76 5.553296e+01 6.057819e-01
7.76 8.48 4.433178e+01 4.894789e-01
8.48 9.26 3.538169e+01 3.949218e-01
9.26 10.10 2.826317e+01 3.148780e-01
10.10 11.00 2.255136e+01 2.523019e-01
11.00 13.00 1.622917e+01 1.845439e-01
13.00 16.60 9.367059e+00 1.089417e-01
16.60 22.80 4.385111e+00 5.236953e-02
22.80 33.50 1.676921e+00 2.056173e-02
33.50 48.50 5.806905e-01 7.225300e-03
48.50 69.70 2.068042e-01 2.570240e-03
69.70 100.00 7.517225e-02 9.442147e-04
